"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Small states","SST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2581405639648","87.4982986450195","87.772102355957","87.8880462646484","88.1181182861328","88.1935729980469","88.3178787231445","88.3618087768555","88.5201034545898","88.8313217163086","89.1725463867188","89.59033203125","89.8357315063477","89.8634262084961","90.2493133544922","90.4181823730469","90.547248840332","90.6180267333984","90.7470092773438","90.3893508911133","89.9422378540039","90.0958862304688","89.4461669921875","89.1417388916016","89.6711883544922","89.9507369995117","90.3174514770508","90.6519165039063","91.2265319824219","91.2965316772461","91.4360809326172","91.5719909667969","91.7667083740234","91.9748229980469","",
"Sao Tome and Principe","STP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","82.3992233276367","","","","","","","","","","93.8499603271484","","","","","","","","","","95.4154586791992","","","","","","","80.2031631469727","","","","96.7384033203125","","","","","","97.7825469970703","","","",
"Suriname","SUR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8811416625977","","","","99.4164199829102","","98.3766403198242","","97.6679000854492","","","","","","98.6455612182617","","","",
"Slovak Republic","SVK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7577362060547","","","","","","","","","","","","","99.8000030517578","","","","","","","","","","99.8000030517578","","","","","","","",
"Sweden","SWE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","75.4524383544922","","","","","","","","","","83.7482376098633","","","","","","","","","","","","","","91.8632431030273","","","","","","","","","","93.5022964477539","","","","","","","","95.469367980957","","","",
"Sint Maarten (Dutch part)","SXM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6499862670898","","","","","","","98.8133087158203","","","","","","","","99.0647735595703","","","","","","","","98.9713363647461","","","","","","","","99.0699996948242","","","",
"Syrian Arab Republic","SYR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","74.2763977050781","","","","","","","","","","","","","","","","","","","","","95.1888275146484","","92.4538116455078","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3473796844482","","","","","","","37.5573501586914","","","","41.6731185913086","","","","","","","","","","","38.7724189758301","30.7916107177734","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","83.2318420410156","83.3626708984375","84.5931167602539","85.8107223510742","86.9673233032227","87.9904327392578","88.9956665039063","89.5685501098633","90.2638702392578","90.8847732543945","91.4068374633789","92.6379089355469","93.9513702392578","94.1038131713867","94.2428970336914","94.4224472045898","94.5927886962891","94.7410278320313","94.9974594116211","95.260498046875","95.4690170288086","97.7012023925781","97.7650375366211","97.8202285766602","97.8411483764648","97.9050216674805","97.99365234375","98.1309280395508","98.2138290405273","98.2917022705078","98.2336578369141","98.5007095336914","98.8797836303711","98.8441696166992","98.8280715942383","98.4060974121094","98.4378967285156","98.4621887207031","98.6557464599609","98.7061386108398","98.7238922119141","98.7499618530273","98.7522430419922","98.7887573242188","98.8191223144531","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","97.9072036743164","98.4137878417969","98.4295883178711","98.4283065795898","98.4500579833984","98.4777908325195","98.4764404296875","98.5159225463867","98.5288696289063","98.5643997192383","98.6023101806641","98.6393127441406","98.6752624511719","98.7152481079102","98.7470092773438","98.8055801391602","98.785026550293","98.9038925170898","98.9335021972656","98.9563674926758","98.9505233764648","98.915771484375","99.0237121582031","99.0240783691406","99.0539169311523","99.0921401977539","99.3746185302734","99.4489288330078","99.5303192138672","99.5825729370117","99.6217193603516","99.6499404907227","99.6751022338867","99.7259674072266","99.7295303344727","99.7461700439453","99.7591094970703","99.7680435180664","",
"Togo","TGO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.439567565918","","","","","","76.4529418945313","","","81.7359924316406","","79.8859100341797","","","","84.2901077270508","","","","87.8914413452148","","",
"Thailand","THA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.8673477172852","","","","","","","","","","","","","","","","","","","","97.9753875732422","","","","","98.0509033203125","","","","","96.5975723266602","","","98.3138809204102","","98.1466293334961","","","98.1371688842773","","","",
"Tajikistan","TJK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7035827636719","","","","","","","","","","","99.8470611572266","","","","","","","","","","","","","","99.9000015258789","","","","","","","",
"Turkmenistan","TKM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.810417175293","","","","","","","","","","","","","","","","","","","99.8000030517578","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.3329925537109","87.344856262207","87.6168670654297","87.9014663696289","88.1980895996094","88.3835296630859","88.4580383300781","88.6475830078125","88.8209228515625","88.9982681274414","89.1786880493164","89.3679122924805","89.5451507568359","89.7278671264648","90.0453720092773","90.3949279785156","90.6819076538086","91.3223495483398","91.97509765625","92.6127014160156","93.2402191162109","93.8672485351563","94.1962127685547","94.3109283447266","94.6120681762695","94.8164672851563","95.0274200439453","95.1442413330078","95.5147933959961","96.2692337036133","96.3976364135742","96.5812606811523","96.7072830200195","96.9747695922852","97.1157913208008","97.4344024658203","97.2963485717773","97.7529602050781","97.907356262207","97.8851699829102","98.2082595825195","98.3137512207031","98.4390029907227","98.4759216308594","98.5510025024414","98.5995712280273","98.6516723632813","",
"Timor-Leste","TLS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.528678894043","","","","","","","","83.5390319824219","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","55.7154884338379","56.4189796447754","57.1122512817383","57.8352508544922","58.4572982788086","59.3083915710449","60.1384391784668","61.0014915466309","61.9813003540039","62.9920082092285","63.9161415100098","65.2198104858398","66.6845321655273","68.1686172485352","69.7378921508789","70.8845367431641","72.1661682128906","73.3690872192383","75.8809127807617","77.5125427246094","78.6990509033203","78.5926666259766","79.6041717529297","81.0234909057617","82.0155181884766","82.7955017089844","83.3203506469727","84.0526962280273","84.7368469238281","85.5342178344727","86.4521102905273","87.5989990234375","88.1667022705078","88.6003189086914","88.5776672363281","89.202018737793","89.9683380126953","87.3238677978516","87.6149597167969","87.52587890625","91.657958984375","92.0718383789063","93.1598205566406","89.5112609863281","92.0899200439453","92.7481994628906","88.4771194458008","88.7406616210938","89.007942199707","",
"Tonga","TON","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","99.8192672729492","","","","","","","","","","","","","","","","","","","","99.3087387084961","","","","","","","","","","99.4247589111328","","","","","99.4370269775391","","","","","","","99.4411163330078","","","",
"South Asia (IDA & IBRD)","TSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8254013061523","47.7952499389648","48.5142097473145","49.1674308776855","49.7832984924316","50.2549781799316","50.5275115966797","51.2197494506836","51.7886009216309","52.3517417907715","52.9452285766602","53.5751419067383","54.2196311950684","54.8150482177734","56.0973205566406","57.3018188476563","58.2477684020996","59.9382514953613","61.4147682189941","62.6217918395996","63.8091316223145","64.969108581543","66.0068969726563","69.54833984375","70.8218688964844","71.9552993774414","72.9405364990234","74.0311279296875","75.2007827758789","76.2047119140625","77.1795806884766","78.2774963378906","78.3388595581055","81.0423202514648","81.9690933227539","82.210693359375","82.9309921264648","83.8725814819336","85.1733703613281","85.9856872558594","86.9643707275391","88.087890625","88.6294479370117","89.2671966552734","89.9569702148438","90.5348510742188","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","62.8094596862793","63.1169586181641","63.7555809020996","64.0694732666016","64.6894226074219","65.2575073242188","65.3666000366211","65.6368789672852","66.0128631591797","66.3642501831055","66.4865188598633","66.8847808837891","67.3665313720703","67.3505630493164","68.0561828613281","66.2140808105469","66.6776580810547","67.8840713500977","68.2714080810547","69.5643692016602","68.4528732299805","69.0359497070313","67.6493377685547","67.8580932617188","68.3157730102539","69.2070388793945","70.9651718139648","72.3526077270508","73.1540069580078","73.8243408203125","74.4040832519531","74.9061737060547","75.530632019043","75.9282684326172","76.3155517578125","76.69580078125","",
"Trinidad and Tobago","TTO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.2193984985352","","","","","","","","","","99.3000030517578","","","","","","","","","","99.4000015258789","","","","","","","","","","99.5999984741211","","","","","","","","","","","",
"Tunisia","TUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","74.2841186523438","","","","","","","","","","","","","","","","","","","","94.338981628418","","","96.299690246582","96.8184967041016","","97.1717224121094","97.304443359375","96.8649978637695","","96.209098815918","","","","","","","",
"Turkiye","TUR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","80.0549163818359","","","","","84.6910781860352","","","","","90.9014205932617","","","","","92.5436630249023","","","","","","","","","","","","","","95.6035003662109","96.1185531616211","96.1815032958984","96.3623504638672","","97.8074722290039","98.2245864868164","98.7093505859375","99.0160217285156","99.2274322509766","99.3584823608398","99.4943923950195","99.6213607788086","99.7508697509766","","99.9071502685547","","",
"Tuvalu","TUV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.753303527832","","","","","","","","","","","","","","78.3960494995117","","","","","","","","74.5605163574219","","85.9400024414063","","","85.7551422119141","","","","","","",
"Uganda","UGA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8007888793945","","","","","","","","","","","80.7911605834961","","","","84.0656509399414","","","","87.4088287353516","","83.6588821411133","","","","","","89.3963088989258","","","",
"Ukraine","UKR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8048629760742","","","","","","","","","","","99.9697570800781","","","","","","","","","",
"Upper middle income","UMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","84.8709030151367","85.0553512573242","86.0362396240234","87.000358581543","87.8702392578125","88.6494216918945","89.4248428344727","89.9028167724609","90.5375671386719","91.0450592041016","91.5215530395508","92.4191970825195","93.5096435546875","93.7065277099609","94.0164337158203","94.3411026000977","94.625129699707","94.9063262939453","95.186882019043","95.5090713500977","95.7136764526367","97.3705215454102","97.4760818481445","97.5827178955078","97.6716384887695","97.7682113647461","97.9053726196289","98.1591567993164","98.2714233398438","98.3701477050781","98.2338104248047","98.4533386230469","98.7707824707031","98.4691314697266","98.4503707885742","98.4294509887695","98.9215927124023","98.8766326904297","99.1510009765625","98.5493698120117","99.2228775024414","99.2001495361328","98.4830093383789","98.5179977416992","98.5533294677734","",
"Uruguay","URY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","98.2962265014648","","","","","","","","","","98.6286087036133","","","","","","","","","","","98.5802383422852","","","","","","","","","","98.712516784668","98.7591400146484","98.9681396484375","98.8614807128906","98.7841873168945","98.8622207641602","98.9552536010742","98.9297637939453","98.8388900756836","98.9275970458984","99.152473449707","98.9326019287109","98.8802719116211","99.0206527709961","","",
"United States","USA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8743515014648","","","","","","","","","","","","","99.9999313354492","99.9999618530273","99.9999618530273","99.9999313354492","","99.9999389648438","99.9999237060547","","",
"St. Vincent and the Grenadines","VCT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","97.9629211425781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.1117630004883","","","","","","","","","95.4390335083008","","","","","","","","","","","97.1993408203125","","","","","","98.3987808227539","","98.5333023071289","","97.5591583251953","","","","99.0076293945313","98.7595062255859","","","","","",
"British Virgin Islands","VGB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","95.0251235961914","","","","","","","","","","93.734260559082","","","","","","","","","","94.5296401977539","94.8365097045898","","","","","","","","","97.091667175293","","","","","","","","","","98.6254577636719","","",
"Vanuatu","VUT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","71.8295974731445","","","","","77.1999969482422","","","","","","","","","","86.0999984741211","","","","","","","","","","91.8000030517578","","","","","","","","","","95.3000030517578","","","","96.2821197509766","","","",
"World","WLD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","77.333251953125","77.3371963500977","77.5189514160156","78.0389022827148","78.5390319824219","78.9817199707031","79.3832931518555","79.8686370849609","80.2021179199219","80.6218109130859","80.9843673706055","81.3117904663086","81.9102172851563","82.5175323486328","82.8358917236328","83.1576919555664","83.3608779907227","83.6726989746094","83.9159317016602","84.1862030029297","84.4559631347656","84.7207412719727","85.537712097168","86.2622299194336","86.5723190307617","86.5740585327148","86.8761901855469","87.3861465454102","87.8816986083984","88.3432312011719","88.4752578735352","88.7642593383789","88.6670608520508","89.4507217407227","89.5234985351563","89.5674209594727","89.7832565307617","90.3369369506836","90.6743087768555","90.9933013916016","91.030143737793","91.4474334716797","91.62890625","91.5456619262695","91.7295303344727","91.8839797973633","",
"Samoa","WSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0444412231445","","","","","","","","","","","","","","","","","","","","99.2356567382813","","","","","","","99.1234817504883","","","",
"Kosovo","XKX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2221412658691","","","","","","","","","","77","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.1658477783203","","","","","","","","","","","","","","","","93.9051513671875","","","","","","","","","","","97.5707778930664","","98.3650894165039","98.6441268920898","98.7896575927734","98.8820419311523","","98.8822784423828","98.9557800292969","","95.3238220214844","","98.4095306396484","","",
"Zambia","ZMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3811569213867","","","","","","","","","69.4572219848633","","","69.0888137817383","","","","","64.0496368408203","","","88.7145614624023","","","","","","","","92.0915679931641","","","",
"Zimbabwe","ZWE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","89.0218505859375","","","","","","","","","","95.4113616943359","","","","","","","","","","","","","","","","","","","90.9307022094727","","","90.4281234741211","","","","","","","",
